tactic_id,tactic,priority,technique_id,technique,subtechnique_id,subtechnique,is_leaf,platforms,detection_strategies,analytics,data_components_required,data_components_missing,status,hypotheses,files
TA0005,Stealth,1,T1036,Masquerading,,,no,Containers; ESXi; Linux; macOS; Windows,DET0127,AN0355; AN0356; AN0357; AN0358; AN0359,Command Execution; File Metadata; File Modification; Image Metadata; Process Creation; Process Metadata; Service Creation; Service Metadata,,parent,0,
TA0005,Stealth,1,T1036,Masquerading,T1036.001,Invalid Code Signature,yes,macOS; Windows,DET0031,AN0089; AN0090,Command Execution; File Metadata; File Modification; Process Creation,,covered,1,techniques/T1036-masquerading/T1036.001-invalid-code-signature/invalid-or-copied-code-signature-executed.yaml
TA0005,Stealth,1,T1036,Masquerading,T1036.002,Right-to-Left Override,yes,Linux; macOS; Windows,DET0527,AN1461; AN1462; AN1463,Command Execution; File Access; File Metadata; Process Creation,,covered,1,techniques/T1036-masquerading/T1036.002-right-to-left-override/right-to-left-override-in-filename.yaml
TA0005,Stealth,1,T1036,Masquerading,T1036.003,Rename Legitimate Utilities,yes,Linux; macOS; Windows,DET0005,AN0012; AN0013; AN0014,Command Execution; File Creation; File Metadata; File Modification; Process Creation; Process Metadata,,covered,1,techniques/T1036-masquerading/T1036.003-rename-legitimate-utilities/renamed-system-utility-execution.yaml
TA0005,Stealth,1,T1036,Masquerading,T1036.004,Masquerade Task or Service,yes,Linux; macOS; Windows,DET0117,AN0324; AN0325; AN0326,Process Creation; Scheduled Job Creation; Scheduled Job Metadata; Scheduled Job Modification; Service Creation; Service Metadata,Scheduled Job Metadata,covered,1,techniques/T1036-masquerading/T1036.004-masquerade-task-or-service/scheduled-task-or-service-masquerading-as-system.yaml
TA0005,Stealth,1,T1036,Masquerading,T1036.005,Match Legitimate Resource Name or Location,yes,Containers; ESXi; Linux; macOS; Windows,DET0347,AN0983; AN0984; AN0985; AN0986; AN0987,File Access; File Creation; File Metadata; Image Metadata; Module Load; Process Creation; Process Metadata; Process Modification; Scheduled Job Creation; Service Metadata,Module Load; Process Modification,covered,1,techniques/T1036-masquerading/T1036.005-match-legitimate-resource-name-or-location/system-binary-name-outside-system-path.yaml
TA0005,Stealth,1,T1036,Masquerading,T1036.006,Space after Filename,yes,Linux; macOS,DET0292,AN0812; AN0813,File Access; File Metadata; Process Creation,,not-covered,0,
TA0005,Stealth,1,T1036,Masquerading,T1036.007,Double File Extension,yes,Windows,DET0366,AN1033,File Creation; Process Creation,,covered,1,techniques/T1036-masquerading/T1036.007-double-file-extension/double-extension-executable-launched.yaml
TA0005,Stealth,1,T1036,Masquerading,T1036.008,Masquerade File Type,yes,Linux; macOS; Windows,DET0226,AN0630; AN0631; AN0632,File Creation; File Metadata; Process Creation,,covered,1,techniques/T1036-masquerading/T1036.008-masquerade-file-type/executable-carrying-a-document-file-type.yaml
TA0005,Stealth,1,T1036,Masquerading,T1036.009,Break Process Trees,yes,Linux; macOS,DET0443,AN1223; AN1224,OS API Execution; Process Creation,OS API Execution,blocked-telemetry,0,
TA0005,Stealth,1,T1036,Masquerading,T1036.010,Masquerade Account Name,yes,Containers; IaaS; Identity Provider; Linux; macOS; Office Suite; SaaS; Windows,DET0383,AN1077; AN1078; AN1079; AN1080,User Account Creation; User Account Metadata; User Account Modification,,not-covered,0,
TA0005,Stealth,1,T1036,Masquerading,T1036.011,Overwrite Process Arguments,yes,Linux,DET0164,AN0466,Process Metadata; Process Modification,Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1036,Masquerading,T1036.012,Browser Fingerprint,yes,Linux; macOS; Windows,DET0898,AN2029; AN2031; AN2032,Network Connection Creation; Network Traffic Content; OS API Execution; Process Creation,OS API Execution,not-covered,0,
TA0005,Stealth,1,T1055,Process Injection,,,no,Linux; macOS; Windows,DET0508,AN1399; AN1400; AN1401,File Access; Module Load; OS API Execution; Process Access; Process Creation; Process Metadata; Process Modification,Module Load; OS API Execution; Process Access; Process Modification,parent,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.001,Dynamic-link Library Injection,yes,Windows,DET0389,AN1095,Module Load; Named Pipe Metadata; Process Access; Process Creation,Module Load; Named Pipe Metadata; Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.002,Portable Executable Injection,yes,Windows,DET0106,AN0297,File Creation; Process Access; Process Creation; Process Modification,Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.003,Thread Execution Hijacking,yes,Windows,DET0295,AN0822,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.004,Asynchronous Procedure Call,yes,Windows,DET0100,AN0277,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.005,Thread Local Storage,yes,Windows,DET0467,AN1289,Module Load; OS API Execution; Process Access; Process Modification,Module Load; OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.008,Ptrace System Calls,yes,Linux,DET0203,AN0579,OS API Execution; Process Creation; Process Metadata,OS API Execution,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.009,Proc Memory,yes,Linux,DET0541,AN1494,File Access; File Modification; OS API Execution,OS API Execution,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.011,Extra Window Memory Injection,yes,Windows,DET0217,AN0608,OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.012,Process Hollowing,yes,Windows,DET0382,AN1076,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.013,Process Doppelgänging,yes,Windows,DET0544,AN1501,File Creation; OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.014,VDSO Hijacking,yes,Linux,DET0448,AN1241,Module Load; OS API Execution; Process Creation; Process Modification,Module Load; OS API Execution; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1055,Process Injection,T1055.015,ListPlanting,yes,Windows,DET0331,AN0941,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1070,Indicator Removal,,,no,Containers; ESXi; Linux; macOS; Network Devices; Office Suite; Windows,DET0184,AN0520; AN0521; AN0522; AN0523; AN0524; AN0525,Application Log Content; File Deletion; File Metadata; File Modification; Scheduled Job Modification; Windows Registry Key Modification,,parent,0,
TA0005,Stealth,1,T1070,Indicator Removal,T1070.003,Clear Command History,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0165,AN0467; AN0468; AN0469; AN0470; AN0471,Command Execution; File Deletion; File Modification; Process Creation,,covered,1,techniques/T1070-indicator-removal/T1070.003-clear-command-history/shell-history-cleared-or-disabled.yaml
TA0005,Stealth,1,T1070,Indicator Removal,T1070.004,File Deletion,yes,ESXi; Linux; macOS; Windows,DET0140,AN0392; AN0393; AN0394; AN0395,Command Execution; File Access; File Deletion; File Modification; Process Creation,,covered,1,techniques/T1070-indicator-removal/T1070.004-file-deletion/payload-and-artefacts-deleted-after-use.yaml
TA0005,Stealth,1,T1070,Indicator Removal,T1070.005,Network Share Connection Removal,yes,Windows,DET0103,AN0286,Command Execution; Logon Session Creation; Network Traffic Content; Process Creation,,covered,1,techniques/T1070-indicator-removal/T1070.005-network-share-connection-removal/share-connections-removed-after-access.yaml
TA0005,Stealth,1,T1070,Indicator Removal,T1070.006,Timestomp,yes,ESXi; Linux; macOS; Windows,DET0591,AN1626; AN1627; AN1628; AN1629,Command Execution; File Access; File Metadata; File Modification; OS API Execution; Process Creation,OS API Execution,covered,1,techniques/T1070-indicator-removal/T1070.006-timestomp/timestomp-after-payload-write.yaml
TA0005,Stealth,1,T1070,Indicator Removal,T1070.007,Clear Network Connection History and Configurations,yes,Linux; macOS; Windows; Network Devices,DET0049,AN0133; AN0134; AN0135; AN0136,Command Execution; File Modification; Firewall Rule Modification; Network Traffic Content; Process Creation; Windows Registry Key Modification,Firewall Rule Modification,not-covered,0,
TA0005,Stealth,1,T1070,Indicator Removal,T1070.008,Clear Mailbox Data,yes,Linux; macOS; Office Suite; Windows,DET0266,AN0737; AN0738; AN0739; AN0740,Application Log Content; Command Execution; File Deletion; File Modification; Process Creation,,covered,1,techniques/T1070-indicator-removal/T1070.008-clear-mailbox-data/mailbox-contents-deleted-to-hide-delivery.yaml
TA0005,Stealth,1,T1070,Indicator Removal,T1070.009,Clear Persistence,yes,ESXi; Linux; macOS; Windows,DET0040,AN0113; AN0114; AN0115; AN0116,Command Execution; File Deletion; Process Creation; Scheduled Job Creation; User Account Deletion; Windows Registry Key Modification,User Account Deletion,not-covered,0,
TA0005,Stealth,1,T1070,Indicator Removal,T1070.010,Relocate Malware,yes,Linux; macOS; Network Devices; Windows,DET0439,AN1216; AN1217; AN1218; AN1219,Command Execution; File Creation; File Deletion; File Modification,,not-covered,0,
TA0005,Stealth,1,T1078,Valid Accounts,,,no,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0560,AN1543; AN1544; AN1545; AN1546; AN1547,Logon Session Creation; Logon Session Metadata; Process Creation; User Account Authentication,,parent,0,
TA0005,Stealth,1,T1078,Valid Accounts,T1078.001,Default Accounts,yes,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0465,AN1283; AN1284; AN1285; AN1286; AN1287,Logon Session Creation; Logon Session Metadata; User Account Authentication,,covered,1,techniques/T1078-valid-accounts/T1078.001-default-accounts/default-account-used-to-authenticate.yaml
TA0005,Stealth,1,T1078,Valid Accounts,T1078.002,Domain Accounts,yes,ESXi; Linux; macOS; Windows,DET0210,AN0590; AN0591; AN0592; AN0593,Logon Session Metadata; Network Connection Creation; Process Creation; User Account Authentication,,not-covered,0,
TA0005,Stealth,1,T1078,Valid Accounts,T1078.003,Local Accounts,yes,Containers; ESXi; Linux; macOS; Network Devices; Windows,DET0407,AN1137; AN1138; AN1139,Logon Session Creation; Logon Session Metadata; User Account Authentication,,not-covered,0,
TA0005,Stealth,1,T1078,Valid Accounts,T1078.004,Cloud Accounts,yes,IaaS; Identity Provider; Office Suite; SaaS,DET0546,AN1503; AN1504; AN1505; AN1506,Logon Session Creation; Logon Session Metadata; User Account Authentication,,out-of-scope,0,
TA0005,Stealth,1,T1127,Trusted Developer Utilities Proxy Execution,,,no,Windows,DET0172,AN0488,File Creation; Module Load; Network Connection Creation; Process Creation; Process Metadata,Module Load,parent,0,
TA0005,Stealth,1,T1127,Trusted Developer Utilities Proxy Execution,T1127.001,MSBuild,yes,Windows,DET0556,AN1535,File Creation; Module Load; Network Connection Creation; Process Access; Process Creation; Process Metadata; Process Modification; Script Execution,Module Load; Process Access; Process Modification,covered,1,techniques/T1127-trusted-developer-utilities-proxy-execution/T1127.001-msbuild/msbuild-inline-task-execution.yaml
TA0005,Stealth,1,T1127,Trusted Developer Utilities Proxy Execution,T1127.002,ClickOnce,yes,Windows,DET0191,AN0550,Module Load; Process Creation; Process Metadata,Module Load,blocked-telemetry,0,
TA0005,Stealth,1,T1127,Trusted Developer Utilities Proxy Execution,T1127.003,JamPlus,yes,Windows,DET0585,AN1610,File Creation; Network Connection Creation; Process Creation; Process Metadata,,not-covered,0,
TA0005,Stealth,1,T1134,Access Token Manipulation,,,no,Windows,DET0283,AN0786,Active Directory Object Modification; Logon Session Metadata; OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,parent,0,
TA0005,Stealth,1,T1134,Access Token Manipulation,T1134.001,Token Impersonation/Theft,yes,Windows,DET0482,AN1324,OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1134,Access Token Manipulation,T1134.002,Create Process with Token,yes,Windows,DET0456,AN1253,Active Directory Object Modification; Logon Session Metadata; OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1134,Access Token Manipulation,T1134.003,Make and Impersonate Token,yes,Windows,DET0498,AN1375,Logon Session Metadata; OS API Execution; Process Creation,OS API Execution,blocked-telemetry,0,
TA0005,Stealth,1,T1134,Access Token Manipulation,T1134.004,Parent PID Spoofing,yes,Windows,DET0489,AN1351,OS API Execution; Process Creation; Process Metadata,OS API Execution,blocked-telemetry,0,
TA0005,Stealth,1,T1134,Access Token Manipulation,T1134.005,SID-History Injection,yes,Windows,DET0136,AN0383,Active Directory Object Modification; OS API Execution; User Account Metadata,OS API Execution,blocked-telemetry,0,
TA0005,Stealth,1,T1140,Deobfuscate/Decode Files or Information,,,yes,ESXi; Linux; macOS; Windows,DET0275,AN0767; AN0768; AN0769,Command Execution; File Creation; Process Access; Process Creation,Process Access,covered,1,techniques/T1140-deobfuscate-decode-files-or-information/certutil-decode-to-executable.yaml
TA0005,Stealth,1,T1197,BITS Jobs,,,yes,Windows,DET0098,AN0274,Command Execution; Network Connection Creation; Process Creation; Service Creation,,covered,1,techniques/T1197-bits-jobs/bits-job-payload-transfer.yaml
TA0005,Stealth,1,T1202,Indirect Command Execution,,,yes,Windows,DET0200,AN0576,File Creation; Network Connection Creation; Process Creation,,covered,1,techniques/T1202-indirect-command-execution/indirect-execution-via-utility-proxy.yaml
TA0005,Stealth,1,T1205,Traffic Signaling,,,no,Linux; macOS; Network Devices; Windows,DET0524,AN1448; AN1449; AN1450; AN1451,Command Execution; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,parent,0,
TA0005,Stealth,1,T1205,Traffic Signaling,T1205.001,Port Knocking,yes,Linux; macOS; Network Devices; Windows,DET0302,AN0842; AN0843; AN0844; AN0845,Network Connection Creation; Network Traffic Flow; Process Creation,,not-covered,0,
